date,day_of_week,shift,weekend,expected_orders,expected_sales,required_chefs,required_servers,estimated_labor_budget
2024-01-23,Tuesday,Lunch,False,24,472.74,1,1.0,241.95
2024-01-23,Tuesday,Dinner,False,49,994.82,3,3.0,990.77
2024-01-24,Wednesday,Lunch,False,42,1021.3,1,2.0,318.56
2024-01-24,Wednesday,Dinner,False,59,1070.39,3,4.0,1105.69
2024-01-25,Thursday,Lunch,False,36,758.93,1,2.0,318.56
2024-01-25,Thursday,Dinner,False,50,934.15,3,3.0,990.77
2024-01-26,Friday,Lunch,False,77,1461.24,4,3.0,695.18
2024-01-26,Friday,Dinner,False,127,2758.02,5,6.0,1635.54
2024-01-27,Saturday,Lunch,True,55,973.34,2,2.0,483.9
2024-01-27,Saturday,Dinner,True,104,2071.65,5,6.0,1635.54
2024-01-28,Sunday,Lunch,True,45,641.8,2,2.0,483.9
2024-01-28,Sunday,Dinner,True,82,500000.0,4,5.0,1370.62
2024-01-29,Monday,Lunch,False,26,593.06,1,1.0,241.95
2024-01-29,Monday,Dinner,False,50,925.09,3,3.0,990.77
2024-01-30,Tuesday,Lunch,False,30,600.52,1,1.0,241.95
,Tuesday,Dinner,False,50,866.34,3,3.0,990.77
2024-01-31,Wednesday,Lunch,False,29,444.34,1,1.0,241.95
2024-01-31,Wednesday,Dinner,False,52,973.92,3,3.0,990.77
2024-02-01,Thursday,Lunch,False,27,419.1,1,1.0,241.95
2024-02-01,Thursday,Dinner,False,63,1093.13,3,4.0,1105.69
2024-02-02,Friday,Lunch,False,56,1204.78,2,3.0,495.18
2024-02-02,Friday,Dinner,False,87,1781.56,4,5.0,1370.62
2024-02-03,Saturday,Lunch,True,78,1268.02,4,3.0,760.51
2024-02-03,Saturday,Dinner,True,125,3040.15,5,7.0,1750.46
2024-02-04,Sunday,Lunch,True,46,914.34,2,2.0,483.9
2024-02-04,Sunday,Dinner,True,71,1129.73,4,5.0,1370.62
2024-02-05,Monday,Lunch,False,30,521.81,1,1.0,241.95
2024-02-05,Monday,Dinner,False,68,1276.97,3,4.0,1105.69
2024-02-06,Tuesday,Lunch,False,41,821.71,1,2.0,318.56
2024-02-06,Tuesday,Dinner,False,62,1265.56,3,4.0,1105.69
2024-02-07,Wednesday,Lunch,False,37,640.6,1,2.0,318.56
2024-02-07,Wednesday,Dinner,False,48,1120.15,3,3.0,990.77
2024-02-08,Thursday,Lunch,False,46,500000.0,2,2.0,418.56
2024-02-08,Thursday,Dinner,False,55,859.97,3,3.0,990.77
2024-02-09,Friday,Lunch,False,44,845.26,2,2.0,418.56
2024-02-09,Friday,Dinner,False,98,2482.98,5,5.0,1520.62
2024-02-10,Saturday,Lunch,True,64,1278.81,3,3.0,660.51
2024-02-10,Saturday,Dinner,True,130,2536.43,5,7.0,1750.46
2024-02-11,Sunday,Lunch,True,33,593.77,1,2.0,383.9
2024-02-11,Sunday,Dinner,True,49,950.33,3,4.0,1105.69
2024-02-12,Monday,Lunch,False,20,379.19,1,1.0,241.95
2024-02-12,Monday,Dinner,False,43,1037.53,3,3.0,990.77
2024-02-13,Tuesday,Lunch,False,18,278.78,1,1.0,241.95
2024-02-13,Tuesday,Dinner,False,60,1262.47,3,4.0,1105.69
2024-02-14,Wednesday,Lunch,False,39,702.24,1,2.0,318.56
2024-02-14,Wednesday,Dinner,False,97,1790.28,4,5.0,1370.62
2024-02-15,Thursday,Lunch,False,53,982.2,2,2.0,418.56
2024-02-15,Thursday,Dinner,False,65,1293.12,3,4.0,1105.69
2024-02-16,Friday,Lunch,False,20,430.51,1,1.0,241.95
2024-02-16,Friday,Dinner,False,45,804.63,3,3.0,990.77
2024-02-17,Saturday,Lunch,True,59,1120.07,2,3.0,560.51
2024-02-17,Saturday,Dinner,True,97,1787.26,4,6.0,1485.54
2024-02-18,Sunday,Lunch,True,33,699.9,1,2.0,383.9
2024-02-18,Sunday,Dinner,True,59,1087.01,3,5.0,1220.62
2024-02-19,Monday,Lunch,False,34,771.91,1,2.0,318.56
2024-02-19,Monday,Dinner,False,60,1071.7,3,4.0,1105.69
2024-02-20,Tuesday,Lunch,False,33,534.42,1,2.0,318.56
2024-02-20,Tuesday,Dinner,False,71,1510.39,4,4.0,1255.69
2024-02-21,Wednesday,Lunch,False,43,1139.56,2,2.0,418.56
2024-02-21,Wednesday,Dinner,False,76,1452.72,4,4.0,1255.69
2024-02-22,Thursday,Lunch,False,41,786.36,1,2.0,318.56
2024-02-22,Thursday,Dinner,False,75,1533.11,4,4.0,1255.69
2024-02-23,Friday,Lunch,False,48,1048.85,2,2.0,418.56
2024-02-23,Friday,Dinner,False,69,1387.76,3,4.0,1105.69
2024-02-24,Saturday,Lunch,True,54,1214.06,2,2.0,483.9
2024-02-24,Saturday,Dinner,True,108,1924.13,5,6.0,1635.54
2024-02-25,Sunday,Lunch,True,40,845.7,1,2.0,383.9
2024-02-25,Sunday,Dinner,True,60,1211.93,3,5.0,1220.62
2024-02-26,Monday,Lunch,False,36,681.94,1,2.0,318.56
2024-02-26,Monday,Dinner,False,52,928.15,3,3.0,990.77
2024-02-27,Tuesday,Lunch,0,28,626.97,1,1.0,241.95
2024-02-27,Tuesday,Dinner,False,64,1295.93,3,4.0,1105.69
2024-02-28,Wednesday,Lunch,False,32,491.7,1,2.0,318.56
2024-02-28,Wednesday,Dinner,False,57,986.96,3,4.0,1105.69
2024-02-29,Thursday,Lunch,False,48,864.73,2,2.0,418.56
2024-02-29,Thursday,Dinner,False,77,1386.37,4,4.0,1255.69
2024-03-01,Friday,Lunch,False,51,969.85,2,2.0,418.56
2024-03-01,Friday,Dinner,False,95,1852.07,4,5.0,1370.62
2024-03-02,Saturday,Lunch,True,45,1052.92,2,2.0,483.9
2024-03-02,Saturday,Dinner,True,98,1755.66,4,6.0,1485.54
2024-03-03,Sunday,Lunch,True,42,794.46,1,2.0,383.9
2024-03-03,Sunday,Dinner,True,75,1666.34,4,5.0,1370.62
2024-03-04,Monday,Lunch,False,43,785.46,2,2.0,418.56
2024-03-04,Monday,Dinner,False,83,1444.8,4,4.0,1255.69
2024-03-05,Tuesday,Lunch,False,40,793.33,1,2.0,318.56
2024-03-05,Tuesday,Dinner,False,67,1281.11,3,4.0,1105.69
2024-03-06,Wednesday,Lunch,False,30,669.27,1,1.0,241.95
2024-03-06,Wednesday,Dinner,False,82,1572.73,4,4.0,1255.69
2024-03-07,Thursday,Lunch,False,42,674.13,1,2.0,318.56
2024-03-07,Thursday,Dinner,False,99,2090.03,5,5.0,1520.62
2024-03-08,Friday,Lunch,False,59,1210.42,2,3.0,495.18
2024-03-08,Friday,Dinner,False,94,1844.5,4,5.0,1370.62
2024-03-09,Saturday,Lunch,True,57,1065.8,2,3.0,560.51
2024-03-09,Saturday,Dinner,True,107,2667.29,5,6.0,1635.54
2024-03-10,Sunday,Lunch,True,53,1069.11,2,2.0,483.9
2024-03-10,Sunday,Dinner,True,74,1292.0,4,5.0,1370.62
2024-03-11,Monday,Lunch,False,41,713.1,1,2.0,318.56
2024-03-11,Monday,Dinner,False,61,1273.21,3,4.0,1105.69
2024-03-12,Tuesday,Lunch,False,31,676.26,1,2.0,318.56
2024-03-12,Tuesday,Dinner,False,86,1811.31,4,5.0,1370.62
2024-03-13,Wednesday,DINNER,False,50,1368.27,2,2.0,418.56
2024-03-13,Wednesday,DINNER,False,68,1139.5,3,4.0,1105.69
2024-03-14,Thursday,Lunch,False,52,876.02,2,2.0,418.56
2024-03-14,Thursday,Dinner,False,71,1320.43,4,4.0,1255.69
2024-03-15,Friday,Lunch,False,90,1287.85,4,4.0,771.79
2024-03-15,Friday,Dinner,False,87,1705.71,4,5.0,1370.62
2024-03-16,Saturday,Lunch,True,45,812.58,2,2.0,483.9
2024-03-16,Saturday,Dinner,True,93,1810.65,4,6.0,1485.54
2024-03-17,Sunday,Lunch,True,32,804.83,1,2.0,383.9
2024-03-17,Sunday,Dinner,True,60,1171.86,3,5.0,1220.62
2024-03-18,Monday,Lunch,False,35,694.79,1,2.0,318.56
2024-03-18,Monday,Dinner,False,69,1438.06,3,4.0,1105.69
2024-03-19,Tuesday,Lunch,False,18,304.96,1,1.0,241.95
2024-03-19,Tuesday,Dinner,False,48,804.71,3,3.0,990.77
2024-03-20,Wednesday,Lunch,False,41,862.34,1,2.0,318.56
2024-03-20,Wednesday,Dinner,False,61,1143.67,3,4.0,1105.69
2024-03-21,Thursday,Lunch,False,60,1248.68,2,3.0,495.18
2024-03-21,Thursday,Dinner,False,96,1988.31,4,5.0,1370.62
2024-03-22,Friday,Lunch,False,77,1661.93,4,3.0,695.18
2024-03-22,Friday,Dinner,False,127,2537.91,5,6.0,1635.54
2024-03-23,Saturday,Lunch,True,58,1133.03,2,3.0,560.51
2024-03-23,Saturday,Dinner,True,125,2311.64,5,7.0,1750.46
2024-03-24,Sunday,Lunch,True,49,970.57,2,2.0,483.9
2024-03-24,Sunday,Dinner,True,83,1601.81,4,5.0,1370.62
2024-03-25,Monday,Lunch,False,26,474.36,1,1.0,241.95
2024-03-25,Monday,Dinner,False,61,1105.3,3,4.0,1105.69
2024-03-26,Tuesday,Lunch,False,38,,1,2.0,318.56
2024-03-26,Tuesday,Dinner,False,53,1295.35,3,3.0,990.77
2024-03-27,Wednesday,Lunch,False,27,556.78,1,1.0,241.95
2024-03-27,Wednesday,Dinner,False,61,975.19,3,4.0,1105.69
2024-03-28,Thursday,Lunch,False,37,669.23,1,2.0,318.56
2024-03-28,Thursday,Dinner,False,97,2422.46,5,,1520.62
2024-03-29,Friday,Lunch,False,61,1019.4,2,3.0,495.18
2024-03-29,Friday,Dinner,False,117,2293.28,5,6.0,1635.54
2024-03-30,Saturday,Lunch,True,58,1163.37,2,3.0,560.51
2024-03-30,Saturday,Dinner,True,100,2195.29,4,6.0,1485.54
2024-03-31,Sunday,Lunch,True,38,774.04,1,2.0,383.9
2024-03-31,Sunday,Dinner,True,86,1842.4,4,6.0,1485.54
2024-04-01,Monday,Lunch,False,21,487.36,1,1.0,241.95
2024-04-01,Monday,Dinner,False,57,1090.05,3,4.0,1105.69
2024-04-02,Tuesday,Lunch,False,24,633.79,1,1.0,241.95
2024-04-02,Tuesday,Dinner,False,48,1033.21,3,3.0,990.77
2024-04-03,Wednesday,Lunch,False,50,1000.3,2,2.0,418.56
2024-04-03,Wednesday,Dinner,False,77,1597.12,4,4.0,1255.69
2024-04-04,Thursday,Lunch,False,41,946.39,1,2.0,318.56
2024-04-04,Thursday,Dinner,False,76,1616.35,4,4.0,1255.69
2024-04-05,Friday,Lunch,False,57,1201.32,2,3.0,495.18
2024-04-05,Friday,Dinner,False,102,1968.81,4,5.0,1370.62
2024-04-06,Saturday,Lunch,True,60,864.08,2,3.0,560.51
2024-04-06,Saturday,Dinner,True,122,2435.97,5,7.0,1750.46
2024-04-07,Sunday,Lunch,True,47,805.06,2,2.0,483.9
2024-04-07,Sunday,Dinner,True,81,1544.75,4,5.0,1370.62
2024-04-08,Monday,Lunch,False,33,631.45,1,,318.56
2024-04-08,Monday,Dinner,False,66,1135.92,3,4.0,1105.69
2024-04-09,Tuesday,Lunch,False,43,1074.71,2,2.0,418.56
2024-04-09,Tuesday,Dinner,False,67,1328.86,3,4.0,1105.69
2024-04-10,Wednesday,Lunch,False,49,,2,2.0,418.56
2024-04-10,Wednesday,Dinner,False,79,1561.23,4,4.0,1255.69
2024-04-11,Thursday,Lunch,False,59,1045.95,2,3.0,495.18
2024-04-11,Thursday,Dinner,False,81,1560.06,4,4.0,1255.69
2024-04-12,Friday,Lunch,False,53,916.56,2,2.0,418.56
2024-04-12,Friday,Dinner,False,117,2331.23,5,6.0,1635.54
2024-04-13,Saturday,Lunch,True,80,1287.2,3,3.0,660.51
2024-04-13,Saturday,Dinner,True,143,2723.01,5,7.0,1750.46
2024-04-14,Sunday,Lunch,True,32,526.77,1,2.0,383.9
2024-04-14,Sunday,Dinner,True,73,1471.29,4,5.0,1370.62
2024-04-15,Monday,Lunch,False,49,933.9,2,2.0,418.56
2024-04-15,Monday,Dinner,False,65,1341.77,3,4.0,1105.69
2024-04-16,Tuesday,Lunch,False,29,505.43,1,1.0,241.95
2024-04-16,Tuesday,Dinner,False,72,1246.92,4,4.0,1255.69
2024-04-17,Wednesday,Lunch,False,33,502.82,1,2.0,318.56
2024-04-17,Wednesday,Dinner,False,51,951.52,3,3.0,990.77
2024-04-18,Thursday,Lunch,False,62,1229.19,2,3.0,495.18
2024-04-18,Thursday,Dinner,False,101,1727.92,4,5.0,1370.62
2024-04-19,Friday,Lunch,False,72,1570.33,3,3.0,595.18
2024-04-19,Friday,Dinner,False,106,2325.48,5,5.0,1520.62
2024-04-20,Saturday,Lunch,True,96,500000.0,4,4.0,837.13
2024-04-20,Saturday,Dinner,True,156,3462.55,5,8.0,1865.38
2024-04-21,Sunday,Lunch,True,55,1106.2,2,2.0,483.9
2024-04-21,Sunday,Dinner,True,79,1632.09,4,5.0,1370.62
2024-04-22,Monday,Lunch,False,45,1064.83,2,2.0,418.56
2024-04-22,Monday,Dinner,False,71,1203.88,4,4.0,1255.69
2024-04-23,Tuesday,Lunch,False,35,651.32,1,2.0,318.56
2024-04-23,Tuesday,Dinner,False,63,1045.56,3,4.0,1105.69
2024-04-24,Wednesday,DINNER,False,60,928.75,2,3.0,495.18
2024-04-24,Wednesday,Dinner,False,106,1957.43,5,5.0,1520.62
2024-04-25,Thursday,Lunch,False,41,667.02,1,2.0,318.56
2024-04-25,Thursday,Dinner,False,89,1926.17,4,5.0,1370.62
2024-04-26,Friday,Lunch,False,47,951.22,2,2.0,418.56
2024-04-26,Friday,Dinner,False,99,2248.45,5,5.0,1520.62
2024-04-27,Saturday,Lunch,True,57,970.72,2,3.0,560.51
2024-04-27,Saturday,Dinner,True,124,2356.17,5,7.0,1750.46
2024-04-28,Sunday,Lunch,True,40,669.74,1,2.0,383.9
2024-04-28,Sunday,Dinner,True,102,1923.1,4,6.0,1485.54
2024-04-29,Monday,Lunch,False,40,827.51,1,2.0,318.56
2024-04-29,Monday,Dinner,False,56,963.89,3,4.0,1105.69
2024-04-30,Tuesday,Lunch,False,30,586.14,1,1.0,241.95
2024-04-30,Tuesday,Dinner,False,43,1068.69,3,3.0,990.77
2024-05-01,Wednesday,Lunch,False,48,1012.7,2,2.0,418.56
2024-05-01,Wednesday,Dinner,False,104,1995.15,4,5.0,1370.62
2024-05-02,Thursday,Lunch,False,44,716.08,2,2.0,418.56
2024-05-02,Thursday,Dinner,False,108,2010.2,5,5.0,1520.62
2024-05-03,Friday,Lunch,False,57,1217.92,2,3.0,495.18
2024-05-03,Friday,Dinner,False,103,2227.1,5,5.0,1520.62
2024-05-04,Saturday,Lunch,True,91,1570.98,4,4.0,837.13
2024-05-04,Saturday,Dinner,True,153,3150.71,5,8.0,1865.38
2024-05-05,Sunday,Lunch,True,57,1073.27,2,3.0,560.51
2024-05-05,Sunday,Dinner,True,85,1603.43,4,5.0,1370.62
2024-05-06,Monday,Lunch,False,27,552.7,1,1.0,241.95
2024-05-06,Monday,Dinner,False,78,1563.54,4,4.0,1255.69
2024-05-07,Tuesday,Lunch,False,43,808.47,2,2.0,418.56
2024-05-07,Tuesday,Dinner,False,81,1474.05,4,4.0,1255.69
2024-05-08,Wednesday,Lunch,False,42,901.73,1,2.0,318.56
2024-05-08,Wednesday,Dinner,0,83,1644.21,4,4.0,1255.69
2024-05-09,Thursday,Lunch,False,44,797.29,2,2.0,418.56
2024-05-09,Thursday,Dinner,False,71,1715.98,4,4.0,1255.69
2024-05-10,Friday,Lunch,False,57,1005.67,2,3.0,495.18
2024-05-10,Friday,Dinner,False,95,1837.27,4,5.0,1370.62
2024-05-11,Saturday,Lunch,True,56,1363.66,3,3.0,660.51
2024-05-11,Saturday,Dinner,True,122,2157.89,5,,1750.46
2024-05-12,Sunday,Lunch,True,58,1174.83,2,3.0,560.51
2024-05-12,Sunday,Dinner,True,95,1723.26,4,6.0,1485.54
2024-05-13,Monday,Lunch,False,37,975.56,1,2.0,318.56
2024-05-13,Monday,Dinner,False,90,1726.16,4,5.0,1370.62
2024-05-14,Tuesday,Lunch,False,29,605.4,1,1.0,241.95
2024-05-14,Tuesday,Dinner,False,58,958.33,3,4.0,1105.69
2024-05-15,Wednesday,Lunch,False,39,789.05,1,2.0,318.56
2024-05-15,Wednesday,Dinner,False,84,1423.75,4,4.0,1255.69
2024-05-16,Thursday,Lunch,False,26,475.43,1,1.0,241.95
2024-05-16,Thursday,Dinner,False,48,915.94,3,3.0,990.77
2024-05-17,Friday,Lunch,False,52,856.87,2,2.0,418.56
2024-05-17,Friday,Dinner,False,121,2266.56,5,6.0,1635.54
2024-05-18,Saturday,Lunch,True,66,1264.19,2,3.0,560.51
2024-05-18,Saturday,Dinner,True,132,2337.64,5,7.0,1750.46
2024-05-19,Sunday,Lunch,True,43,904.4,2,2.0,483.9
2024-05-19,Sunday,Dinner,True,89,1575.3,4,6.0,1485.54
2024-05-20,Monday,Lunch,False,25,464.43,1,1.0,241.95
2024-05-20,Monday,Dinner,False,67,1405.48,3,4.0,1105.69
2024-05-21,Tuesday,Lunch,False,38,692.89,1,2.0,318.56
2024-05-21,Tuesday,Dinner,False,71,1748.55,4,4.0,1255.69
2024-05-22,Wednesday,Lunch,False,69,1152.03,2,3.0,495.18
2024-05-22,Wednesday,Dinner,False,107,1967.38,5,5.0,1520.62
2024-05-23,Thursday,Lunch,False,50,952.52,2,2.0,418.56
2024-05-23,Thursday,Dinner,False,100,1958.57,4,5.0,1370.62
2024-05-24,Friday,Lunch,False,72,1494.59,3,3.0,595.18
2024-05-24,Friday,Dinner,False,140,2962.78,5,6.0,1635.54
2024-05-25,Saturday,Lunch,True,73,1329.93,3,3.0,660.51
2024-05-25,Saturday,Dinner,True,126,2281.1,5,7.0,1750.46
2024-05-26,Sunday,Lunch,True,70,1106.61,2,3.0,560.51
2024-05-26,Sunday,Dinner,True,93,1468.45,4,6.0,1485.54
2024-05-27,Monday,Lunch,False,44,755.76,2,2.0,418.56
2024-05-27,Monday,Dinner,False,51,1018.16,3,3.0,990.77
2024-05-28,Tuesday,Lunch,False,51,1054.13,2,2.0,418.56
2024-05-28,Tuesday,Dinner,False,65,1370.31,3,4.0,1105.69
2024-05-29,Wednesday,Lunch,False,47,872.45,2,2.0,418.56
2024-05-29,Wednesday,Dinner,False,79,1464.63,4,4.0,1255.69
2024-05-30,Thursday,Lunch,False,59,1151.76,2,3.0,495.18
2024-05-30,Thursday,Dinner,False,98,1932.08,4,5.0,1370.62
2024-05-31,Friday,Lunch,False,95,1752.84,4,4.0,771.79
2024-05-31,Friday,Dinner,False,157,2782.26,5,7.0,1750.46
2024-06-01,Saturday,Lunch,True,78,1684.17,4,3.0,760.51
2024-06-01,Saturday,Dinner,True,182,3477.84,5,8.0,1865.38
2024-06-02,Sunday,Lunch,True,59,913.0,2,3.0,560.51
2024-06-02,Sunday,Dinner,True,70,1628.68,3,5.0,1220.62
2024-06-03,Monday,Lunch,False,51,957.77,2,2.0,418.56
2024-06-03,Monday,Dinner,False,83,1823.12,4,4.0,1255.69
2024-06-04,Tuesday,Lunch,False,37,688.49,1,2.0,318.56
2024-06-04,Tuesday,Dinner,False,79,1213.05,4,4.0,1255.69
2024-06-05,Wednesday,Lunch,False,61,1109.92,2,3.0,495.18
2024-06-05,Wednesday,Dinner,False,82,1678.77,4,4.0,1255.69
2024-06-06,Thursday,Lunch,False,89,2153.76,4,4.0,771.79
2024-06-06,Thursday,Dinner,False,121,2774.24,5,6.0,1635.54
2024-06-07,Friday,Lunch,False,53,1130.82,2,2.0,418.56
2024-06-07,Friday,Dinner,False,80,1566.61,4,4.0,1255.69
2024-06-08,Saturday,Lunch,True,104,1923.36,4,4.0,837.13
2024-06-08,Saturday,Dinner,True,174,3060.31,5,8.0,1865.38
2024-06-09,Sunday,Lunch,True,52,931.15,2,2.0,483.9
2024-06-09,Sunday,Dinner,True,120,2625.88,5,7.0,1750.46
2024-06-10,Monday,Lunch,False,39,822.37,1,2.0,318.56
2024-06-10,Monday,Dinner,False,52,1022.78,3,3.0,990.77
2024-06-11,Tuesday,Lunch,False,32,663.12,1,2.0,318.56
2024-06-11,Tuesday,Dinner,False,73,1624.38,4,4.0,1255.69
2024-06-12,Wednesday,lunch,False,71,1079.14,2,3.0,495.18
2024-06-12,Wednesday,Dinner,False,105,2033.86,4,5.0,1370.62
2024-06-13,Thursday,Lunch,False,42,806.29,1,2.0,318.56
2024-06-13,Thursday,Dinner,False,81,1350.21,4,4.0,1255.69
2024-06-14,Friday,Lunch,False,59,1249.28,3,3.0,595.18
2024-06-14,Friday,Dinner,False,102,2089.11,5,5.0,1520.62
2024-06-15,Saturday,Lunch,True,87,1761.48,4,4.0,837.13
2024-06-15,Saturday,Dinner,True,210,3876.28,5,8.0,1865.38
2024-06-16,Sunday,Lunch,True,53,990.58,2,2.0,483.9
2024-06-16,Sunday,Dinner,True,97,1724.5,4,6.0,1485.54
2024-06-17,Monday,Lunch,False,33,494.21,1,2.0,318.56
2024-06-17,Monday,Dinner,False,41,975.39,3,3.0,990.77
2024-06-18,Tuesday,Lunch,False,40,,1,2.0,318.56
2024-06-18,Tuesday,Dinner,False,94,1714.11,4,5.0,1370.62
2024-06-19,Wednesday,Lunch,False,39,843.19,1,2.0,318.56
2024-06-19,Wednesday,Dinner,False,125,2219.76,5,6.0,1635.54
2024-06-20,Thursday,Lunch,False,62,1131.66,2,3.0,495.18
2024-06-20,Thursday,Dinner,False,134,2370.09,5,6.0,1635.54
2024-06-21,Friday,Lunch,False,54,954.52,2,2.0,418.56
2024-06-21,Friday,Dinner,False,135,2565.23,5,6.0,1635.54
2024-06-22,Saturday,Lunch,True,138,2773.41,4,4.0,837.13
2024-06-22,Saturday,Dinner,True,219,4019.31,5,8.0,1865.38
2024-06-23,Sunday,Lunch,True,50,1048.26,2,2.0,483.9
2024-06-23,Sunday,Dinner,True,84,1841.96,4,5.0,1370.62
2024-06-24,Monday,Lunch,False,45,785.34,2,2.0,418.56
2024-06-24,Monday,Dinner,False,65,1140.83,3,4.0,1105.69
2024-06-25,Tuesday,Lunch,False,32,635.97,1,2.0,318.56
2024-06-25,Tuesday,Dinner,False,75,1505.44,4,4.0,1255.69
2024-06-26,Wednesday,Lunch,False,46,1039.66,2,2.0,418.56
2024-06-26,Wednesday,Dinner,False,91,2198.62,4,5.0,1370.62
2024-06-27,Thursday,Lunch,False,52,1094.1,2,2.0,418.56
2024-06-27,Thursday,Dinner,False,105,2315.67,5,5.0,1520.62
2024-06-28,Friday,Lunch,False,103,1969.8,4,4.0,771.79
2024-06-28,Friday,Dinner,False,154,2898.08,5,7.0,1750.46
2024-06-29,Saturday,Lunch,True,79,1506.66,4,3.0,760.51
2024-06-29,Saturday,Dinner,True,171,3544.11,5,8.0,1865.38
2024-06-30,Sunday,Lunch,True,52,1029.93,2,2.0,483.9
2024-06-30,Sunday,Dinner,True,91,1654.14,4,6.0,1485.54
2024-07-01,Monday,Lunch,False,33,463.79,1,2.0,318.56
2024-07-01,Monday,Dinner,False,62,1309.1,3,4.0,1105.69
2024-07-02,Tuesday,Lunch,False,28,524.29,1,1.0,241.95
2024-07-02,Tuesday,Dinner,False,93,1700.17,4,5.0,1370.62
2024-07-03,Wednesday,Lunch,False,35,748.48,1,2.0,318.56
2024-07-03,Wednesday,Dinner,False,82,1463.32,4,,1255.69
2024-07-04,Thursday,Lunch,False,76,1286.78,3,3.0,595.18
2024-07-04,Thursday,Dinner,False,78,1510.2,4,4.0,1255.69
2024-07-05,Friday,Lunch,False,71,1474.14,3,3.0,595.18
2024-07-05,Friday,Dinner,False,187,3175.73,5,7.0,1750.46
2024-07-06,Saturday,Lunch,True,82,1446.58,4,3.0,760.51
2024-07-06,Saturday,Dinner,True,167,3304.46,5,8.0,1865.38
2024-07-07,Sunday,Lunch,True,42,909.7,1,2.0,383.9
2024-07-07,Sunday,Dinner,True,101,2018.74,4,6.0,1485.54
2024-07-08,Monday,Lunch,False,27,443.1,1,1.0,241.95
2024-07-08,Monday,Dinner,False,85,1674.53,4,4.0,1255.69
2024-07-09,Tuesday,Lunch,False,50,938.77,2,2.0,418.56
2024-07-09,Tuesday,Dinner,False,60,1222.2,3,4.0,1105.69
2024-07-10,Wednesday,Lunch,False,49,1020.18,2,,418.56
2024-07-10,Wednesday,Dinner,False,96,1863.07,4,5.0,1370.62
2024-07-11,Thursday,Lunch,False,58,1332.12,2,3.0,495.18
2024-07-11,Thursday,Dinner,False,120,2469.03,5,6.0,1635.54
2024-07-12,Friday,Lunch,False,70,1390.34,3,3.0,595.18
2024-07-12,Friday,Dinner,False,127,2227.85,5,6.0,1635.54
2024-07-13,Saturday,Lunch,True,98,1851.2,4,4.0,837.13
2024-07-13,Saturday,Dinner,True,190,3868.69,5,8.0,1865.38
2024-07-14,Sunday,Lunch,True,67,1153.13,2,3.0,560.51
2024-07-14,Sunday,Dinner,True,114,2184.32,5,6.0,1635.54
2024-07-15,Monday,Lunch,False,42,710.65,1,2.0,318.56
2024-07-15,Monday,Dinner,False,93,1761.59,4,5.0,1370.62
2024-07-16,Tuesday,Lunch,False,54,1169.65,2,2.0,418.56
2024-07-16,Tuesday,Dinner,False,75,1388.82,4,4.0,1255.69
2024-07-17,Wednesday,Lunch,False,60,895.68,2,3.0,495.18
2024-07-17,Wednesday,Dinner,False,84,1369.41,4,4.0,1255.69
2024-07-18,Thursday,Lunch,False,56,943.84,2,3.0,495.18
2024-07-18,Thursday,Dinner,False,119,2478.92,5,6.0,1635.54
2024-07-19,Friday,Lunch,False,90,1597.13,4,4.0,771.79
2024-07-19,Friday,Dinner,False,141,2950.87,5,6.0,1635.54
2024-07-20,Saturday,Lunch,True,106,2155.99,4,4.0,837.13
2024-07-20,Saturday,Dinner,True,208,3960.08,5,8.0,1865.38
2024-07-21,Sunday,Lunch,True,54,1117.94,2,2.0,483.9
2024-07-21,Sunday,Dinner,True,106,2009.42,5,6.0,1635.54
2024-07-22,Monday,Lunch,False,39,639.1,1,2.0,318.56
2024-07-22,Monday,Dinner,False,79,1619.76,4,4.0,1255.69
2024-07-23,Tuesday,Lunch,False,51,1051.29,2,2.0,418.56
2024-07-23,Tuesday,Dinner,False,84,1409.4,4,4.0,1255.69
2024-07-24,Wednesday,Lunch,False,66,1397.1,2,3.0,495.18
2024-07-24,Wednesday,Dinner,False,110,2505.09,5,5.0,1520.62
2024-07-25,Thursday,Lunch,False,44,852.5,2,2.0,418.56
2024-07-25,Thursday,Dinner,False,102,2176.73,4,5.0,1370.62
2024-07-26,Friday,Lunch,False,87,1788.43,4,4.0,771.79
2024-07-26,Friday,Dinner,False,167,3205.0,5,7.0,1750.46
2024-07-27,Saturday,Lunch,True,87,1728.77,4,4.0,837.13
2024-07-27,Saturday,Dinner,True,137,2713.68,5,7.0,1750.46
2024-07-28,Sunday,Lunch,True,70,1376.68,3,3.0,660.51
2024-07-28,Sunday,Dinner,True,109,2193.5,5,6.0,1635.54
2024-07-29,Monday,Lunch,False,40,799.88,1,2.0,318.56
2024-07-29,Monday,Dinner,False,67,1164.69,3,4.0,1105.69
2024-07-30,Tuesday,Lunch,False,58,1050.44,2,3.0,495.18
2024-07-30,Tuesday,Dinner,False,93,1858.46,4,5.0,1370.62
2024-07-31,Wednesday,Lunch,False,51,865.99,2,2.0,418.56
2024-07-31,Wednesday,Dinner,False,92,1901.66,4,5.0,1370.62
2024-08-01,Thursday,Lunch,False,62,1157.12,2,3.0,495.18
2024-08-01,Thursday,Dinner,False,117,2342.62,5,6.0,1635.54
2024-08-02,Friday,Lunch,False,77,1566.77,4,3.0,695.18
2024-08-02,Friday,Dinner,False,130,2575.94,5,6.0,1635.54
2024-08-03,Saturday,Lunch,True,129,2317.51,4,4.0,837.13
